Department,Salary,ActiveProjects,AvgMonthlyHours,YearsAtCompany,WorkAccidents,ReceivedPromotion,LastEvaluation,SatisfactionScore,Attrition
sales,low,3,196,4,False,False,0.86,0.87,False
sales,low,4,178,3,False,False,0.59,0.7,False
sales,low,3,268,3,False,False,0.81,0.89,False
sales,low,6,146,3,False,False,0.58,0.61,False
sales,low,4,185,2,False,False,0.49,0.9,False
sales,medium,4,247,3,True,False,0.54,0.49,False
sales,medium,4,210,2,False,False,0.97,0.85,False
sales,medium,3,234,3,False,False,0.58,0.54,False
sales,medium,4,271,2,False,False,0.57,0.64,False
sales,medium,5,102,5,False,False,0.77,0.81,False
sales,medium,3,163,3,False,False,0.66,0.49,False
sales,medium,3,144,4,True,False,0.57,0.58,False
sales,medium,3,172,3,False,False,0.49,0.62,False
accounting,medium,3,203,3,True,False,0.84,0.8,False
accounting,medium,3,192,3,True,False,0.64,0.64,False
accounting,medium,5,159,2,False,False,0.86,0.81,False
hr,medium,3,159,2,False,False,0.74,0.8,False
hr,medium,4,206,2,False,False,0.81,0.92,False
hr,medium,4,225,2,True,False,0.98,0.66,False
hr,medium,3,252,2,False,False,0.89,0.79,False
engineering,medium,6,113,3,False,False,0.54,0.74,False
engineering,medium,3,238,2,False,False,0.74,0.79,False
engineering,medium,3,217,3,False,False,0.94,0.87,False
engineering,medium,4,145,2,False,False,0.57,0.49,False
engineering,medium,5,128,4,True,False,0.44,0.3,False
engineering,medium,4,177,3,False,False,0.89,0.85,False
engineering,medium,4,256,4,False,False,0.97,0.61,False
engineering,medium,3,182,3,True,False,0.55,0.68,False
engineering,high,4,226,2,False,False,0.67,0.67,False
engineering,low,5,168,3,False,False,0.73,0.63,False
engineering,medium,4,145,3,False,False,0.94,0.63,False
support,medium,4,172,4,False,False,0.88,0.5,False
support,medium,4,233,2,False,False,0.55,0.7,False
support,medium,5,202,4,False,False,0.46,0.18,False
support,medium,5,255,2,False,False,0.55,0.77,False
support,medium,3,257,3,False,False,0.61,0.78,False
support,medium,3,185,3,False,False,0.77,0.54,False
support,medium,3,231,4,False,False,0.69,0.9,False
support,medium,3,207,2,False,False,0.76,0.56,False
support,medium,3,215,3,False,False,0.81,0.63,False
support,low,5,243,3,True,False,0.75,0.68,False
support,low,3,198,3,False,False,0.54,0.96,False
engineering,low,6,232,6,False,False,0.87,0.85,False
engineering,low,4,150,3,False,False,0.66,0.82,False
engineering,low,2,188,3,False,False,0.39,0.44,False
management,low,4,155,3,False,False,0.97,0.86,False
IT,low,3,109,3,False,False,0.68,0.56,False
IT,high,3,170,3,False,False,0.94,0.69,False
IT,low,5,214,2,False,False,0.85,0.91,False
IT,high,3,244,3,False,False,0.94,0.99,False
IT,high,5,137,4,False,False,0.84,0.76,False
product_management,low,5,250,2,False,False,0.67,0.63,False
product_management,low,4,247,3,True,False,0.62,0.21,False
product_management,high,2,222,4,False,False,0.43,0.63,False
product_management,low,2,100,2,False,False,0.51,0.58,False
IT,medium,4,212,3,False,False,0.84,0.52,False
r&d,high,3,184,5,False,False,0.64,0.89,False
r&d,medium,4,177,3,False,False,0.81,0.81,False
r&d,medium,3,138,3,False,False,0.73,0.62,False
r&d,medium,4,167,3,True,False,0.5,0.83,False
r&d,medium,3,201,3,False,False,0.99,0.85,False
marketing,high,5,162,3,False,False,0.61,0.52,False
sales,medium,5,126,5,False,False,0.97,0.57,False
accounting,medium,4,145,3,False,False,1.0,0.93,False
support,medium,3,211,3,False,False,0.89,0.78,False
engineering,high,3,167,2,False,False,0.59,0.65,False
management,medium,5,256,6,False,False,0.74,0.42,False
marketing,high,6,237,5,False,False,0.61,0.22,False
marketing,low,5,135,4,True,False,0.96,0.71,False
marketing,medium,5,209,4,False,False,0.68,0.44,False
sales,medium,4,190,3,False,False,0.52,0.6,False
sales,medium,3,134,4,False,False,0.61,0.68,False
sales,medium,2,148,2,True,False,0.41,0.53,False
sales,low,4,202,3,False,False,0.82,0.8,False
sales,low,4,176,2,False,False,0.82,0.97,False
sales,low,2,221,6,False,False,0.47,0.47,False
sales,low,3,156,3,False,False,0.93,0.96,False
sales,low,6,98,3,False,False,0.45,0.81,False
sales,low,4,134,4,False,False,0.65,0.86,False
sales,low,4,203,4,True,False,0.82,0.59,False
sales,low,3,189,3,False,False,0.97,0.53,False
sales,low,3,258,2,False,False,0.86,0.57,False
sales,low,4,237,3,False,False,0.48,0.7,False
sales,high,4,224,3,False,False,0.59,0.58,False
sales,low,5,125,3,True,False,0.86,0.43,False
sales,low,4,207,4,False,False,0.82,0.92,False
sales,low,5,194,3,False,False,0.7,0.24,False
sales,low,3,273,3,False,False,0.52,0.67,False
sales,high,3,209,3,False,False,0.84,0.68,False
accounting,low,3,181,3,False,False,0.75,0.54,False
accounting,low,3,172,4,True,False,0.63,0.73,False
accounting,low,4,139,3,False,False,0.41,0.59,False
hr,high,6,260,4,False,False,0.64,0.22,False
hr,low,3,168,4,True,False,0.83,0.49,False
hr,medium,6,242,3,True,False,1.0,0.91,False
hr,high,4,206,3,False,False,0.97,0.18,False
engineering,medium,5,107,4,False,False,0.41,0.71,False
engineering,high,5,216,2,False,False,0.66,0.56,False
engineering,medium,4,152,3,False,False,0.62,0.84,False
engineering,medium,5,122,5,False,False,0.49,0.59,False
engineering,medium,4,138,3,False,False,0.62,0.88,False
engineering,medium,3,182,2,False,False,0.52,0.8,False
engineering,medium,3,205,2,False,False,0.63,0.53,False
engineering,medium,3,267,4,False,False,0.83,0.53,False
engineering,medium,3,150,2,False,False,0.67,0.3,False
engineering,medium,4,134,2,False,False,0.7,0.91,False
engineering,high,5,116,5,True,False,0.66,0.32,False
support,low,3,181,3,False,False,0.87,0.73,False
support,medium,3,268,3,False,False,0.54,0.87,False
support,medium,3,129,3,False,False,0.73,0.57,False
support,medium,3,151,4,False,False,0.94,0.62,False
support,medium,3,243,4,False,False,0.91,0.55,False
support,medium,5,143,2,False,False,0.57,0.93,False
support,medium,6,156,2,True,False,0.47,0.3,False
support,medium,3,210,2,False,False,0.7,0.57,False
support,medium,4,279,6,False,False,0.85,0.9,False
support,medium,4,270,3,True,False,0.79,0.83,False
support,high,5,160,3,False,False,0.64,0.38,False
engineering,low,4,173,2,False,False,0.95,0.97,False
engineering,low,4,261,3,False,False,1.0,0.7,False
engineering,low,4,178,6,False,False,0.73,0.26,False
management,high,3,122,3,False,False,0.58,0.58,False
IT,low,5,227,4,False,False,0.57,0.69,False
IT,low,2,168,3,False,False,0.6,0.88,False
IT,low,4,252,4,False,False,0.91,0.57,False
IT,high,5,170,4,False,False,0.8,0.94,False
IT,low,3,135,3,False,False,0.58,0.94,False
product_management,low,5,286,5,False,False,0.49,0.46,False
product_management,low,2,213,3,True,False,0.57,0.49,False
product_management,low,5,148,3,False,False,1.0,0.96,False
product_management,low,5,117,4,False,False,0.95,0.29,False
IT,low,3,164,2,False,False,0.69,0.94,False
r&d,low,3,262,2,True,False,0.64,0.56,False
r&d,medium,5,250,5,True,False,0.49,0.18,False
r&d,medium,4,222,3,False,False,0.83,0.84,False
r&d,medium,3,192,4,False,False,0.96,0.58,False
r&d,medium,5,151,6,False,False,0.6,0.21,False
marketing,medium,4,216,2,False,False,0.53,0.59,False
marketing,medium,3,234,2,False,False,0.65,0.66,False
sales,medium,4,268,3,False,False,0.82,0.58,False
accounting,medium,4,194,5,False,False,0.49,0.66,False
support,medium,3,200,2,False,False,0.78,0.56,False
engineering,medium,3,194,3,False,False,0.78,0.92,False
management,medium,3,176,3,False,False,0.69,0.56,False
marketing,medium,4,158,3,False,False,0.59,0.57,False
marketing,high,3,271,4,False,False,0.79,0.99,False
marketing,low,4,187,4,False,False,0.93,0.76,False
sales,medium,4,202,2,False,False,0.91,0.78,False
sales,medium,5,202,2,False,False,0.48,0.99,False
sales,medium,6,204,3,True,False,0.95,0.71,False
sales,medium,4,204,3,True,False,0.96,0.51,False
sales,low,3,244,3,False,False,0.82,0.88,False
sales,low,3,234,3,False,False,0.83,0.96,False
sales,low,4,217,3,False,False,0.64,0.9,False
sales,low,4,142,4,False,False,0.51,0.77,False
sales,low,4,186,3,True,False,0.5,0.95,False
sales,low,3,267,2,True,False,0.67,0.85,False
sales,low,2,108,3,False,False,0.79,0.46,False
sales,low,3,274,4,False,False,0.95,0.57,False
sales,low,3,148,4,False,False,1.0,0.93,False
sales,low,5,168,3,False,False,0.68,0.78,False
sales,low,4,185,2,True,False,1.0,0.68,False
sales,low,3,257,2,False,False,0.78,0.83,False
sales,low,5,256,4,True,False,0.51,0.56,False
sales,low,2,188,2,False,False,0.78,0.93,False
sales,low,6,173,4,False,False,0.53,0.13,False
accounting,low,5,208,2,True,False,0.99,0.71,False
accounting,low,4,202,3,False,False,0.74,0.98,False
accounting,low,3,134,3,False,False,0.82,0.83,False
hr,low,3,154,2,False,False,0.65,0.78,False
hr,low,3,103,3,False,False,0.58,0.35,False
hr,low,4,256,6,False,False,0.55,0.67,False
hr,medium,4,274,3,False,False,0.88,0.86,False
engineering,medium,2,163,3,False,False,0.61,0.33,False
engineering,medium,6,232,3,False,False,0.86,0.3,False
engineering,medium,4,268,3,False,False,0.63,0.75,False
engineering,medium,3,209,3,False,False,0.98,0.8,False
engineering,medium,5,238,3,False,False,0.53,0.98,False
engineering,medium,3,155,2,False,False,0.48,0.72,False
engineering,medium,5,270,3,False,False,0.52,0.82,False
engineering,medium,3,134,2,True,False,0.59,0.91,False
engineering,medium,3,221,3,True,False,0.78,0.84,False
engineering,medium,4,258,3,False,False,0.74,0.95,False
engineering,medium,6,272,5,False,False,0.51,0.53,False
support,high,4,184,3,False,False,0.5,0.5,False
support,low,6,276,2,False,False,0.95,0.36,False
support,medium,4,186,3,False,False,0.38,0.33,False
support,medium,3,189,5,False,False,0.47,0.38,False
support,medium,3,224,3,False,False,0.9,0.7,False
support,medium,6,237,6,False,False,0.45,0.44,False
support,low,3,144,2,False,False,0.66,0.32,False
support,low,6,171,3,True,False,0.93,0.63,False
support,low,3,232,2,False,False,0.54,0.56,False
support,low,4,193,2,True,False,0.78,0.56,False
support,low,3,166,2,False,False,0.78,0.81,False
engineering,low,3,167,2,False,False,0.75,0.89,False
engineering,low,2,101,3,False,False,0.87,0.63,False
engineering,low,5,266,3,False,False,0.66,0.64,False
management,low,3,135,2,False,False,0.53,0.46,False
IT,low,4,137,3,False,False,0.56,0.76,False
IT,low,3,191,3,False,False,0.71,0.99,False
IT,low,4,262,2,False,False,0.76,0.85,False
IT,low,3,174,3,False,False,0.99,0.78,False
IT,low,4,241,2,False,False,0.56,0.91,False
product_management,low,5,144,4,True,False,0.57,0.16,False
product_management,low,3,218,3,False,False,0.57,0.71,False
product_management,low,5,210,2,False,False,0.68,0.92,False
product_management,low,6,208,5,True,False,0.98,0.21,False
IT,low,3,232,3,False,False,0.6,0.74,False
r&d,low,3,140,2,False,False,0.6,0.76,False
r&d,low,3,189,4,False,False,0.95,0.62,False
r&d,medium,5,264,3,False,False,0.61,1.0,False
r&d,medium,5,157,2,False,False,0.54,0.67,False
r&d,medium,4,161,2,False,False,0.87,0.81,False
marketing,medium,4,149,3,False,False,0.69,0.84,False
sales,medium,3,144,4,False,False,0.99,0.84,False
accounting,medium,4,242,2,False,False,0.97,0.97,False
support,medium,6,214,5,False,False,0.5,0.7,False
engineering,medium,4,174,3,False,False,0.74,0.52,False
management,medium,5,169,3,False,False,0.88,0.46,False
marketing,medium,4,268,2,False,False,0.87,1.0,False
marketing,medium,3,257,3,False,False,0.58,0.91,False
marketing,medium,4,187,5,False,False,0.69,0.16,False
sales,high,5,270,2,False,False,0.62,0.58,False
sales,low,5,173,4,False,False,0.61,0.75,False
sales,medium,6,193,4,False,False,0.62,0.96,False
sales,medium,4,212,2,False,False,0.78,0.92,False
sales,medium,3,156,3,False,False,0.63,0.35,False
sales,medium,3,244,3,False,False,0.96,0.56,False
sales,low,3,255,4,False,False,0.96,0.27,False
sales,low,5,152,3,True,False,0.72,0.66,False
sales,low,4,163,3,True,False,0.98,0.66,False
sales,low,3,150,2,False,False,0.69,0.98,False
sales,low,4,169,2,False,False,0.58,0.51,False
sales,low,3,133,3,False,False,0.83,0.51,False
sales,low,4,202,3,True,False,0.94,0.53,False
sales,low,4,169,2,False,False,0.7,0.69,False
sales,low,4,270,2,True,False,0.74,0.66,False
sales,low,3,251,2,True,False,0.76,0.89,False
sales,low,3,267,5,False,False,0.64,0.74,False
sales,low,4,224,3,False,False,0.75,0.82,False
sales,low,3,250,2,False,False,0.9,0.66,False
accounting,low,3,258,2,False,False,0.97,0.59,False
accounting,low,2,209,5,False,False,0.65,0.13,False
accounting,low,4,215,3,False,False,0.74,0.68,False
hr,low,3,183,3,False,False,0.81,0.5,False
hr,low,3,143,3,False,False,0.82,0.6,False
hr,low,3,174,3,False,False,0.98,0.87,False
hr,low,6,170,4,False,False,0.89,0.51,False
engineering,low,3,202,2,False,False,0.63,0.78,False
engineering,medium,4,160,2,False,False,0.96,0.66,False
engineering,medium,5,211,2,False,False,0.73,0.72,False
engineering,medium,3,236,3,True,False,0.98,0.57,False
engineering,medium,4,236,3,False,False,0.49,0.5,False
engineering,medium,4,252,2,True,False,0.62,0.72,False
engineering,medium,3,155,2,True,False,0.48,0.41,False
engineering,medium,5,138,2,False,False,0.65,0.55,False
engineering,medium,4,195,3,True,False,0.94,0.49,False
engineering,medium,3,150,3,False,False,0.94,0.8,False
engineering,medium,3,172,3,False,False,0.51,0.78,False
support,medium,3,240,2,False,False,0.56,0.69,False
support,medium,3,229,6,False,False,0.98,0.83,False
support,high,3,169,3,False,False,0.73,0.89,False
support,low,3,246,3,False,False,0.82,0.94,False
support,medium,4,260,2,True,False,0.53,0.51,False
support,medium,4,101,6,False,False,0.9,0.89,False
support,medium,3,190,3,False,False,0.69,0.99,False
support,medium,3,154,4,False,False,0.66,0.79,False
support,low,4,196,4,False,False,0.97,0.98,False
support,low,3,209,3,False,False,0.97,0.98,False
support,low,4,223,3,False,False,0.67,0.97,False
engineering,low,4,221,3,False,False,0.71,0.71,False
engineering,low,4,141,3,False,False,0.6,0.49,False
engineering,low,3,135,3,False,False,0.71,0.72,False
management,low,2,191,3,True,False,0.61,0.58,False
IT,low,4,195,3,False,False,1.0,0.65,False
IT,low,5,217,4,False,False,0.55,0.18,False
IT,low,4,184,3,False,False,0.99,0.83,False
IT,low,5,188,3,False,False,0.76,0.2,False
IT,low,6,240,6,False,False,0.93,0.96,False
product_management,low,4,226,3,False,False,0.69,0.59,False
product_management,low,3,196,3,False,False,0.99,0.97,False
product_management,low,6,251,4,False,False,0.99,0.14,False
product_management,low,4,150,2,False,False,0.96,0.75,False
IT,low,3,249,3,False,False,0.63,0.71,False
r&d,low,4,251,3,False,False,0.52,0.84,False
r&d,medium,5,252,3,False,False,0.75,0.57,False
r&d,medium,5,261,5,False,False,0.55,0.46,False
r&d,medium,4,225,2,False,False,0.94,0.77,False
r&d,medium,2,151,3,False,False,0.65,0.44,False
marketing,medium,4,147,2,False,False,0.59,0.68,False
sales,medium,4,159,3,False,False,0.58,0.94,False
accounting,medium,4,241,2,True,False,0.91,0.73,False
support,medium,5,176,5,False,False,0.5,0.51,False
engineering,medium,4,218,4,False,False,0.87,0.93,False
management,medium,4,219,3,False,False,1.0,0.74,False
marketing,medium,3,227,3,False,False,0.9,0.82,False
marketing,medium,4,182,2,False,False,0.91,0.86,False
marketing,high,4,196,2,True,False,0.86,0.99,False
sales,low,4,257,3,False,False,0.86,0.58,False
sales,medium,5,182,5,False,False,0.6,0.96,False
sales,medium,4,192,3,False,False,0.67,0.72,False
sales,medium,4,142,4,False,False,0.94,0.23,False
sales,medium,4,172,2,False,False,0.79,0.99,False
sales,low,4,188,3,False,False,0.58,0.95,False
sales,low,5,281,3,True,False,0.55,0.75,False
sales,low,4,255,2,False,False,0.54,0.95,False
sales,low,3,223,3,False,False,0.84,0.97,False
sales,low,2,219,4,False,False,0.86,0.98,False
sales,low,3,195,2,False,False,0.98,0.79,False
sales,low,2,156,3,False,False,0.91,0.54,False
sales,low,5,259,4,False,False,0.51,0.51,False
sales,low,4,266,3,True,False,0.91,0.83,False
sales,low,3,147,2,False,False,0.7,0.6,False
sales,low,4,207,3,False,False,0.83,0.58,False
sales,low,3,185,2,False,False,0.68,0.55,False
sales,low,5,195,2,False,False,0.64,0.5,False
sales,low,6,148,4,False,False,0.41,0.46,False
accounting,low,3,157,2,False,False,0.82,0.61,False
accounting,low,4,146,3,False,False,0.98,0.91,False
accounting,low,3,262,4,False,False,0.94,0.5,False
hr,low,3,169,3,False,False,0.82,0.75,False
hr,low,3,192,3,True,False,0.87,0.74,False
hr,low,4,147,2,False,False,0.53,0.62,False
hr,low,5,254,2,True,False,0.76,0.87,False
engineering,medium,3,244,4,False,False,0.72,0.13,False
engineering,medium,2,100,6,False,False,0.43,0.71,False
engineering,medium,3,173,2,False,False,0.9,0.7,False
engineering,medium,2,197,2,True,False,0.87,0.32,False
engineering,medium,3,256,4,False,False,0.72,0.84,False
engineering,medium,4,253,2,False,False,0.87,0.79,False
engineering,medium,4,152,2,False,False,0.64,0.97,False
engineering,medium,5,136,3,False,False,0.58,0.76,False
engineering,medium,3,141,3,False,False,0.63,0.97,False
engineering,medium,5,212,3,True,False,0.4,0.53,False
engineering,medium,4,144,3,False,False,0.57,0.61,False
support,medium,2,118,4,False,False,0.89,0.94,False
support,high,5,265,3,True,False,0.79,0.52,False
support,low,3,143,3,False,False,0.67,0.91,False
support,medium,3,230,2,False,False,0.63,0.52,False
support,medium,5,243,2,False,False,0.68,0.59,False
support,medium,3,152,4,True,False,0.71,0.61,False
support,medium,3,252,3,False,False,0.78,0.78,False
support,low,3,113,2,False,False,0.67,0.44,False
support,low,4,259,2,False,False,0.97,0.8,False
support,low,4,139,5,False,False,0.6,0.54,False
support,low,4,228,3,True,False,0.91,0.96,False
engineering,low,4,214,3,False,False,0.49,0.98,False
engineering,low,4,210,4,False,False,0.91,0.83,False
engineering,low,4,146,3,False,False,0.89,0.64,False
management,low,3,155,2,False,False,0.78,0.51,False
IT,low,2,169,5,False,False,0.42,0.31,False
IT,low,3,258,3,False,False,0.68,0.53,False
IT,low,3,258,2,False,False,0.53,0.81,False
IT,low,3,168,4,False,False,0.85,0.17,False
IT,low,3,211,2,False,False,0.98,0.72,False
product_management,low,2,245,3,False,False,0.49,0.49,False
product_management,low,3,204,2,False,False,0.95,0.81,False
product_management,low,2,161,3,False,False,0.98,0.75,False
product_management,low,3,267,3,False,False,0.73,0.74,False
IT,low,3,183,3,False,False,0.73,0.82,False
r&d,low,2,105,3,False,False,0.4,0.36,False
r&d,low,3,260,2,False,False,0.55,0.89,False
r&d,low,3,183,4,False,False,0.87,0.78,False
r&d,medium,4,262,3,False,False,0.56,0.81,False
r&d,medium,4,244,4,False,False,0.78,0.61,False
marketing,medium,4,242,6,False,False,0.96,0.23,False
sales,medium,4,146,3,False,False,1.0,0.73,False
accounting,medium,4,252,6,False,False,0.65,0.4,False
support,medium,5,229,2,False,False,0.63,0.99,False
engineering,medium,4,170,3,False,False,0.54,0.62,False
management,medium,3,250,4,False,False,0.93,0.61,False
marketing,medium,2,243,3,False,False,0.98,0.9,False
marketing,medium,4,135,3,True,False,0.67,0.93,False
marketing,medium,4,266,3,False,False,0.75,0.52,False
sales,medium,4,223,3,False,False,0.72,0.77,False
sales,high,4,234,3,False,False,0.76,0.59,False
sales,low,4,187,3,False,False,0.59,0.51,False
sales,medium,3,229,3,False,False,0.95,0.67,False
sales,medium,3,155,2,True,False,0.65,0.95,False
sales,medium,3,246,3,False,False,0.76,0.75,False
sales,medium,3,152,3,False,False,0.61,0.54,False
sales,low,2,172,2,False,False,0.71,0.45,False
sales,low,4,255,5,False,False,0.66,0.66,False
sales,low,3,98,2,False,False,0.69,0.36,False
sales,low,6,141,6,False,False,0.47,0.3,False
sales,low,4,146,4,True,False,0.63,0.61,False
sales,low,4,213,3,False,False,0.7,0.71,False
sales,low,4,160,3,False,False,0.99,0.6,False
sales,low,3,272,4,False,False,0.61,0.19,False
sales,medium,4,125,4,False,False,1.0,0.91,False
sales,medium,3,152,2,False,False,0.69,0.98,False
sales,medium,3,162,2,False,False,0.78,0.9,False
sales,medium,3,251,6,False,False,0.94,0.73,False
accounting,medium,3,225,3,False,False,0.56,0.52,False
accounting,medium,3,236,3,True,False,0.56,0.77,False
accounting,medium,3,203,2,False,False,0.62,0.98,False
hr,medium,4,252,3,True,False,0.5,0.79,False
hr,medium,3,135,2,False,False,0.91,0.73,False
hr,medium,3,257,2,False,False,0.95,0.97,False
hr,medium,5,145,5,False,False,0.6,0.38,False
engineering,medium,5,267,3,False,False,0.48,0.59,False
engineering,medium,4,208,5,False,False,0.79,0.73,False
engineering,medium,4,206,3,False,False,0.53,0.84,False
engineering,medium,4,247,2,False,False,0.59,0.61,False
engineering,medium,2,228,2,False,False,0.78,0.79,False
engineering,medium,4,248,2,True,False,0.91,0.73,False
engineering,medium,4,209,5,False,False,0.9,0.22,False
engineering,medium,5,171,3,False,False,0.52,0.84,False
engineering,medium,6,221,5,False,False,0.85,0.21,False
engineering,medium,2,173,2,False,False,0.69,0.44,False
engineering,medium,5,218,5,False,False,0.52,0.2,False
support,medium,4,223,3,True,False,0.86,0.51,False
support,medium,3,169,2,False,False,0.98,0.55,False
support,medium,6,109,2,False,False,0.38,0.24,False
support,high,4,273,2,False,False,0.77,0.65,False
support,high,3,178,3,False,False,0.42,0.44,False
support,high,4,189,4,False,False,0.67,0.98,False
support,high,5,203,2,True,False,0.8,0.69,False
support,high,3,177,4,False,False,0.56,0.71,False
support,high,5,253,2,True,False,0.71,0.54,False
support,high,3,273,3,False,False,0.98,0.77,False
support,high,2,139,3,False,False,0.43,0.53,False
engineering,high,3,185,2,True,False,0.72,0.64,False
engineering,high,5,182,4,False,False,0.59,0.69,False
engineering,high,5,270,2,False,False,0.71,0.93,False
management,high,3,139,4,False,False,0.65,0.58,False
IT,low,5,261,6,True,False,0.46,0.33,False
IT,low,3,238,3,False,False,0.57,0.95,False
IT,low,3,241,3,False,False,0.9,0.65,False
IT,low,3,223,2,False,False,0.7,0.9,False
IT,low,3,258,3,True,False,0.8,0.59,False
product_management,low,4,205,4,False,False,0.55,0.88,False
product_management,low,4,243,4,False,False,0.83,0.63,False
product_management,low,4,198,2,False,False,0.61,0.53,False
product_management,low,4,178,3,False,False,0.64,0.63,False
IT,low,4,158,3,False,False,0.76,0.96,False
r&d,low,3,194,2,False,False,0.73,0.7,False
r&d,low,4,253,2,True,False,0.36,0.73,False
r&d,low,4,228,2,False,False,0.8,0.94,False
r&d,low,5,227,3,False,False,0.58,0.82,False
r&d,low,3,162,2,False,False,0.63,0.44,False
marketing,medium,5,257,3,False,False,0.9,0.58,False
sales,medium,2,140,2,False,False,0.97,0.55,False
accounting,medium,3,164,2,False,False,0.84,0.92,False
support,medium,4,177,4,False,False,0.59,0.91,False
engineering,medium,4,260,4,False,False,0.61,0.69,False
management,medium,4,233,2,False,False,0.7,0.23,False
marketing,medium,4,227,5,False,False,0.81,0.21,False
marketing,medium,4,140,3,False,False,0.6,0.51,False
marketing,medium,3,254,4,True,False,0.74,0.73,False
sales,medium,3,245,3,False,False,0.67,0.65,False
sales,medium,2,157,2,False,False,0.48,0.64,False
sales,medium,3,265,3,False,False,0.49,0.77,False
sales,high,4,261,3,False,False,0.79,0.71,False
sales,high,6,212,6,False,False,0.38,0.2,False
sales,high,4,216,3,False,False,0.57,0.99,False
sales,high,4,238,3,False,False,0.57,0.77,False
sales,high,2,204,3,False,False,0.56,0.8,False
sales,high,4,216,2,False,False,0.5,0.97,False
sales,high,4,208,3,False,False,0.53,0.89,False
sales,high,4,218,2,False,False,0.7,0.97,False
sales,low,5,176,4,True,False,0.99,0.23,False
sales,low,4,144,2,False,False,0.75,0.6,False
sales,low,5,241,3,False,False,0.63,0.52,False
sales,low,3,271,2,False,False,0.63,0.86,False
sales,low,4,184,3,False,False,0.95,0.86,False
sales,low,3,262,2,False,False,0.58,0.76,False
sales,low,6,233,6,False,False,0.77,0.79,False
sales,low,3,155,3,False,False,0.52,0.35,False
accounting,medium,5,141,2,False,False,0.97,1.0,False
accounting,medium,6,251,5,False,False,0.8,0.2,False
accounting,medium,5,141,3,False,False,0.62,0.57,False
hr,medium,4,274,5,True,False,0.46,0.23,False
hr,medium,3,160,2,False,False,0.97,0.82,False
hr,medium,3,166,2,False,False,0.8,0.98,False
hr,medium,4,219,3,False,False,0.7,0.52,False
engineering,medium,4,158,6,False,False,0.61,0.96,False
engineering,medium,4,190,4,False,False,0.64,0.69,False
engineering,medium,5,191,2,False,False,0.77,0.92,False
engineering,medium,4,117,5,True,False,0.43,0.91,False
engineering,medium,4,240,6,False,False,0.96,0.85,False
engineering,medium,4,239,2,False,False,0.77,0.91,False
engineering,medium,4,145,3,False,False,0.55,0.79,False
engineering,medium,3,157,4,False,False,0.95,0.74,False
engineering,medium,3,166,3,False,False,0.72,0.73,False
engineering,medium,4,137,2,False,False,0.98,0.55,False
engineering,medium,5,208,4,True,False,0.97,0.79,False
support,medium,4,174,2,False,False,0.51,0.53,False
support,medium,3,267,3,False,False,0.6,0.7,False
support,medium,3,125,6,False,False,0.56,0.74,False
support,medium,4,220,3,False,False,0.76,0.95,False
support,medium,4,141,3,False,False,0.57,0.49,False
support,high,5,146,3,True,False,0.9,0.79,False
support,low,3,166,2,False,False,0.86,0.99,False
support,medium,4,197,2,False,False,0.79,0.56,False
support,medium,4,240,2,False,False,0.79,0.7,False
support,medium,4,258,3,False,False,0.65,0.93,False
support,medium,6,229,3,False,False,0.66,0.46,False
engineering,medium,5,252,4,False,False,0.61,0.24,False
engineering,medium,3,138,3,True,False,0.41,0.32,False
engineering,medium,4,208,3,True,False,0.78,0.5,False
management,medium,3,113,3,True,False,0.72,0.58,False
IT,medium,4,209,4,False,False,0.81,0.83,False
IT,medium,2,248,4,False,False,0.42,0.57,False
IT,low,5,161,3,False,False,0.83,0.51,False
IT,low,2,246,2,True,False,0.96,0.65,False
IT,low,3,283,3,False,False,0.41,0.52,False
product_management,low,3,145,2,False,False,0.7,0.77,False
product_management,low,3,270,3,False,False,0.77,0.42,False
product_management,low,4,273,4,False,False,0.79,0.68,False
product_management,low,4,187,6,True,False,0.92,0.83,False
IT,high,3,166,3,False,False,0.63,0.66,False
r&d,low,3,158,2,True,False,0.57,0.75,False
r&d,high,4,229,3,False,False,0.48,0.65,False
r&d,high,3,191,3,True,False,0.6,0.49,False
r&d,low,3,232,2,True,False,0.96,0.77,False
r&d,low,3,198,3,False,False,0.97,0.65,False
marketing,high,5,238,4,False,False,0.49,0.65,False
sales,low,2,157,2,False,False,0.58,0.44,False
accounting,medium,4,134,2,False,False,0.72,0.61,False
support,high,3,150,3,False,False,0.89,0.98,False
engineering,medium,5,256,2,False,False,0.88,0.68,False
management,medium,3,208,3,False,False,0.5,0.58,False
marketing,medium,3,136,3,False,False,0.92,0.81,False
marketing,medium,4,136,3,False,False,0.5,0.76,False
marketing,high,4,180,4,False,False,0.93,0.14,False
sales,medium,3,227,3,False,False,0.91,0.49,False
sales,medium,5,156,3,False,False,0.78,0.97,False
sales,medium,4,133,4,True,False,0.6,0.91,False
sales,high,2,96,2,False,False,0.98,0.15,False
sales,medium,3,171,3,False,False,0.63,0.82,False
sales,high,3,177,4,False,False,0.87,0.67,False
sales,low,4,274,3,False,False,0.96,0.5,False
sales,medium,2,145,3,False,False,0.39,0.57,False
sales,medium,5,221,2,False,False,0.94,0.99,False
sales,medium,3,202,2,False,False,0.94,0.97,False
sales,medium,5,238,2,False,False,0.58,0.93,False
sales,low,4,170,2,False,False,0.6,0.62,False
sales,low,4,208,2,True,False,0.51,0.62,False
sales,low,4,199,3,False,False,0.61,0.96,False
